feature,coef_mean,coef_low,coef_high,stable,abs_coef
type_Movie,-0.4127953977056485,-0.5671103638408171,-0.2507903219216583,True,0.4127953977056485
type_TV Show,0.34271569544718833,0.18501367736264684,0.5115707462145295,True,0.34271569544718833
platform_Disney+,-0.07007970225845955,-0.12304356212563676,0.003115740371318331,False,0.07007970225845955
release_year,0.008872580208747927,-0.16326350424624936,0.18836091788043305,False,0.008872580208747927
