feature,coef_mean,coef_low,coef_high,stable,abs_coef
platform_Amazon Prime,-0.38746001189488016,-0.4517131701083605,-0.32620808396531875,True,0.38746001189488016
platform_Disney+,0.14407512738121966,0.017895008982299725,0.2642699282031923,True,0.14407512738121966
platform_Netflix,0.024063941410432936,-0.04056128389136371,0.0928717434142599,False,0.024063941410432936
type_Movie,-0.8254183601635714,-0.8687899966919899,-0.7853955730006672,True,0.8254183601635714
type_TV Show,0.6060974170603508,0.5573140916606601,0.6552619600892263,True,0.6060974170603508
release_year,-0.09482579307536258,-0.13241347116182609,-0.05652811641681271,True,0.09482579307536258
